--------------------------------------------------------------------------------------------------------------
Script started on Tue, Feb 06, 2018  3:08:55 PM
-------------------------------------------------------------------------------------------------------------- $> cygcheck -c && pip3 list format=columns
Cygwin Package Information
Package                                             Version                          Status
libzip-devel                                        0.11.2-2                         OK
libzip2                                             0.11.2-2                         OK
libzmq5                                             4.1.6-1                          OK
libzzip0.13                                         0.13.62-1                        OK
lighttpd                                            1.4.45-1                         OK
link-grammar-en                                     5.3.16-2                         OK
links                                               2.14-1                           OK
lndir                                               1.0.3-1                          OK
login                                               1.11-1                           OK
lokalize                                            17.08.3-1                        OK
lua                                                 5.2.4-1                          OK
lua-bit                                             1.0.2-2                          OK
lua-crypto                                          0.3.2-2                          OK
lua-crypto-devel                                    0.3.2-2                          OK
lua-devel                                           5.2.4-1                          OK
lua-gv                                              2.40.1-3                         OK
lua-json                                            1.3.3-1                          OK
lua-ldap                                            1.1.0-2                          OK
lua-lfs                                             1.6.2-2                          OK
lua-lgi                                             0.9.0-1                          OK
lua-logging                                         1.3.0-1                          OK
lua-lpeg                                            0.12-2                           OK
lua-luadoc                                          3.0.1-1                          OK
lua-lxp                                             1.3.0-1                          OK
lua-socket                                          3.0-0.1.rc1                      OK
lua-xapian                                          1.4.5-1                          OK
lynx                                                2.8.7-2                          OK
lyx                                                 2.2.3-2                          OK
m4                                                  1.4.18-1                         OK
make                                                4.2.1-2                          OK
makedepend                                          1.0.5-1                          OK
man-db                                              2.7.5-2                          OK
mate-common                                         1.18.0-1                         OK
mate-menus                                          1.18.0-1                         OK
mc                                                  4.8.20-1                         OK
mcpp                                                2.7.2-2                          OK
mdds1.2-devel                                       1.2.1-1                          OK
meld                                                3.16.4-1                         OK
mercurial                                           4.3.2-1                          OK
meson                                               0.43.0-1                         OK
mingw64-i686-a52dec                                 0.7.4-2                          OK
mingw64-i686-aalib                                  1.4rc5-2                         OK
mingw64-i686-adwaita-icon-theme                     3.24.0-1                         OK
mingw64-i686-adwaita-themes                         3.22.3-1                         OK
mingw64-i686-aften                                  0.0.8-2                          OK
mingw64-i686-atk1.0                                 2.24.0-1                         OK
mingw64-i686-atkmm1.6                               2.24.2-1                         OK
mingw64-i686-audiofile                              0.3.6-2                          OK
mingw64-i686-babl0.1                                0.1.28-1                         OK
mingw64-i686-binutils                               2.29.1.787c9873-1                OK
mingw64-i686-blas                                   3.7.0-1                          OK
mingw64-i686-boost                                  1.64.0-1                         OK
mingw64-i686-botan1.10                              1.10.16-1                        OK
mingw64-i686-bzip2                                  1.0.6-4                          OK
mingw64-i686-c-ares                                 1.13.0-1                         OK
mingw64-i686-cairo                                  1.14.10-1                        OK
mingw64-i686-cairomm1.0                             1.12.0-1                         OK
mingw64-i686-cblas                                  3.7.0-1                          OK
mingw64-i686-celt051                                0.5.1.3-1                        OK
mingw64-i686-cfitsio                                3.360-1                          OK
mingw64-i686-chromaprint                            1.4.2-1                          OK
mingw64-i686-clang                                  5.0.1-1                          OK
mingw64-i686-clutter-gst3.0                         3.0.24-1                         OK
mingw64-i686-clutter-gtk1.0                         1.8.4-1                          OK
mingw64-i686-clutter1.0                             1.26.2-1                         OK
mingw64-i686-cogl                                   1.22.2-1                         OK
mingw64-i686-cppunit                                1.13.2-1                         OK
mingw64-i686-crypt                                  2.1-1                            OK
mingw64-i686-CUnit                                  2.1.3-1                          OK
mingw64-i686-curl                                   7.56.1-1                         OK
mingw64-i686-db                                     5.3.28-2                         OK
mingw64-i686-dbus                                   1.10.22-1                        OK
mingw64-i686-dbus-glib                              0.108-1                          OK
mingw64-i686-djvulibre                              3.5.27-1                         OK
mingw64-i686-dlfcn                                  1.1.1-1                          OK
mingw64-i686-editline                               2.101-1                          OK
mingw64-i686-enca                                   1.18-1                           OK
mingw64-i686-enchant                                1.6.1-1                          OK
mingw64-i686-exiv2                                  0.25-3                           OK
mingw64-i686-expat                                  2.2.2-1                          OK
mingw64-i686-fdk-aac                                0.1.5-2                          OK
mingw64-i686-fftw3                                  3.3.5-1                          OK
mingw64-i686-flac                                   1.3.2-1                          OK
mingw64-i686-fltk                                   1.3.4-1                          OK
mingw64-i686-fluidsynth                             1.1.6-2                          OK
mingw64-i686-fontconfig                             2.12.4-1                         OK
mingw64-i686-freeglut                               2.8.1-1                          OK
mingw64-i686-freetds                                1.00.37-1                        OK
mingw64-i686-freetype2                              2.6.5-1                          OK
mingw64-i686-fribidi                                0.19.7-1                         OK
mingw64-i686-game-music-emu                         0.6.1-1                          OK
mingw64-i686-gc                                     7.6.0-1                          OK
mingw64-i686-gcc-core                               6.4.0-1                          OK
mingw64-i686-gcc-fortran                            6.4.0-1                          OK
mingw64-i686-gcc-g++                                6.4.0-1                          OK
mingw64-i686-gcc-objc                               6.4.0-1                          OK
mingw64-i686-gconf2                                 3.2.6-1                          OK
mingw64-i686-gconf2-desktop-schemas                 2.32.1-1                         OK
mingw64-i686-gconfmm2.6                             2.28.2-2                         OK
mingw64-i686-gd                                     2.2.5-1                          OK
mingw64-i686-gdbm                                   1.12-1                           OK
mingw64-i686-gdk-pixbuf2.0                          2.36.9-1                         OK
mingw64-i686-gdl3                                   3.22.0-1                         OK
mingw64-i686-gegl0.2                                0.2.0-6                          OK
mingw64-i686-gettext                                0.19.8.1-2                       OK
mingw64-i686-giflib                                 4.1.6-1                          OK
mingw64-i686-glew                                   2.1.0-1                          OK
mingw64-i686-glib2.0                                2.52.3-1                         OK
mingw64-i686-glib2.0-networking                     2.50.0-2                         OK
mingw64-i686-glibmm2.4                              2.52.1-1                         OK
mingw64-i686-glm                                    0.9.7.6-1                        OK
mingw64-i686-gmp                                    6.1.2-1                          OK
mingw64-i686-gnome-mime-data                        2.18.0-1                         OK
mingw64-i686-gnome-themes-standard                  3.22.3-1                         OK
mingw64-i686-gnome-vfs2                             2.24.4-2                         OK
mingw64-i686-gnome-vfsmm2.6                         2.26.0-2                         OK
mingw64-i686-gnutls                                 3.5.13-1                         OK
mingw64-i686-goffice0.10                            0.10.35-1                        OK
mingw64-i686-goffice0.8                             0.8.17-1                         OK
mingw64-i686-goocanvas                              1.0.0-2                          OK
mingw64-i686-goocanvas2.0                           2.0.2-2                          OK
mingw64-i686-goocanvasmm2.0                         1.90.11-1                        OK
mingw64-i686-google-breakpad-devel                  20171117_git70914b2d-1           OK
mingw64-i686-gsettings-desktop-schemas              3.22.0-1                         OK
mingw64-i686-gsl                                    2.3-2                            OK
mingw64-i686-gsm                                    1.0.13-2                         OK
mingw64-i686-gstreamer1.0                           1.12.4-1                         OK
mingw64-i686-gstreamer1.0-editing-services          1.12.4-1                         OK
mingw64-i686-gstreamer1.0-plugins-bad-free          1.12.4-2                         OK
mingw64-i686-gstreamer1.0-plugins-bad-free-extras   1.12.4-2                         OK
mingw64-i686-gstreamer1.0-plugins-base              1.12.4-1                         OK
mingw64-i686-gstreamer1.0-plugins-good              1.12.4-2                         OK
mingw64-i686-gstreamer1.0-plugins-good-extras       1.12.4-2                         OK
mingw64-i686-gstreamer1.0-plugins-ugly-free         1.12.4-2                         OK
mingw64-i686-gstreamer1.0-rtsp-server               1.12.4-1                         OK
mingw64-i686-gtk-vnc1.0                             0.7.1-1                          OK
mingw64-i686-gtk-vnc2.0                             0.7.1-1                          OK
mingw64-i686-gtk2.0                                 2.24.31-1                        OK
mingw64-i686-gtk3                                   3.22.20-1                        OK
mingw64-i686-gtkglext1.0                            1.2.0-1                          OK
mingw64-i686-gtkmm2.4                               2.24.5-1                         OK
mingw64-i686-gtkmm3.0                               3.22.0-1                         OK
mingw64-i686-gtksourceview2.0                       2.10.5-3                         OK
mingw64-i686-gtksourceview3.0                       3.24.3-1                         OK
mingw64-i686-gtksourceviewmm3.0                     3.18.0-1                         OK
mingw64-i686-gtkspell                               2.0.16-3                         OK
mingw64-i686-gtkspell3                              3.0.9-1                          OK
mingw64-i686-gts                                    20121130-1                       OK
mingw64-i686-gvnc1.0                                0.7.1-1                          OK
mingw64-i686-harfbuzz                               1.7.4-1                          OK
mingw64-i686-harfbuzz-icu                           1.7.4-1                          OK
mingw64-i686-headers                                5.0.3-1                          OK
mingw64-i686-hicolor-icon-theme                     0.15-1                           OK
mingw64-i686-hidapi                                 0.8.0-rc1-1                      OK
mingw64-i686-hunspell                               1.6.1-1                          OK
mingw64-i686-icu                                    57.1-2                           OK
mingw64-i686-id3lib                                 3.8.3-2                          OK
mingw64-i686-ilmbase                                2.2.0-1                          OK
mingw64-i686-isl                                    0.16.1-1                         OK
mingw64-i686-iso-codes                              3.48-1                           OK
mingw64-i686-jasper                                 2.0.14-1                         OK
mingw64-i686-jbigkit                                2.1-1                            OK
mingw64-i686-json-c                                 0.11-2                           OK
mingw64-i686-json-glib1.0                           1.2.6-1                          OK
mingw64-i686-kqoauth                                0.98-3                           OK
mingw64-i686-lame                                   3.100-1                          OK
mingw64-i686-lapack                                 3.7.0-1                          OK
mingw64-i686-lasem0.4                               0.4.3-1                          OK
mingw64-i686-lcms                                   1.19-1                           OK
mingw64-i686-lcms2                                  2.9-1                            OK
mingw64-i686-libabw0.1                              0.1.1-1                          OK
mingw64-i686-libao                                  1.1.0-1                          OK
mingw64-i686-libarchive                             3.3.2-1                          OK
mingw64-i686-libart_lgpl2                           2.3.21-1                         OK
mingw64-i686-libass                                 0.13.7-1                         OK
mingw64-i686-libatomic_ops                          7.4.4-1                          OK
mingw64-i686-libbonobo2                             2.32.1-1                         OK
mingw64-i686-libbonoboui2                           2.24.5-2                         OK
mingw64-i686-libbs2b                                3.1.0-1                          OK
mingw64-i686-libcaca                                0.99.beta19-1                    OK
mingw64-i686-libcddb                                1.3.2-1                          OK
mingw64-i686-libcdio                                0.94-1                           OK
mingw64-i686-libcdio-paranoia                       10.2+0.94+1-1                    OK
mingw64-i686-libcdr0.1                              0.1.4-1                          OK
mingw64-i686-libcroco0.6                            0.6.12-1                         OK
mingw64-i686-libcue                                 2.1.0-1                          OK
mingw64-i686-libdmapsharing3.0                      2.9.36-1                         OK
mingw64-i686-libdv                                  1.0.0-1                          OK
mingw64-i686-libdvdnav                              4.2.0-1                          OK
mingw64-i686-libdvdread                             4.2.0-1                          OK
mingw64-i686-libe-book0.1                           0.1.3-1                          OK
mingw64-i686-libebml                                1.3.4-2                          OK
mingw64-i686-libepoxy                               1.4.3-1                          OK
mingw64-i686-libepubgen                             0.1.0-1                          OK
mingw64-i686-libetonyek0.1                          0.1.7-1                          OK
mingw64-i686-libevent                               2.0.21-1                         OK
mingw64-i686-libexif                                0.6.21-2                         OK
mingw64-i686-libffi                                 3.2.1-1                          OK
mingw64-i686-libfreehand0.1                         0.1.2-1                          OK
mingw64-i686-libgcrypt                              1.7.8-1                          OK
mingw64-i686-libgda5.0                              5.2.4-1                          OK
mingw64-i686-libgdamm5.0                            4.99.8-1                         OK
mingw64-i686-libgdata                               0.17.8-1                         OK
mingw64-i686-libgee                                 0.6.8-1                          OK
mingw64-i686-libgee0.8                              0.20.0-1                         OK
mingw64-i686-libgit2                                0.25.1-1                         OK
mingw64-i686-libglade2.0                            2.6.4-3                          OK
mingw64-i686-libglademm2.4                          2.6.7-3                          OK
mingw64-i686-libgnome2                              2.32.1-1                         OK
mingw64-i686-libgnomecanvas2                        2.30.3-2                         OK
mingw64-i686-libgnomecanvasmm2.6                    2.26.0-3                         OK
mingw64-i686-libgnomemm2.6                          2.28.0-3                         OK
mingw64-i686-libgnomeui2                            2.24.5-2                         OK
mingw64-i686-libgnomeuimm2.6                        2.28.0-3                         OK
mingw64-i686-libgnurx                               2.5-3                            OK
mingw64-i686-libgpg-error                           1.27-1                           OK
mingw64-i686-libgsf1                                1.14.41-1                        OK
mingw64-i686-libid3tag                              0.15.1b-1                        OK
mingw64-i686-libIDL2                                0.8.14-1                         OK
mingw64-i686-libidn                                 1.33-1                           OK
mingw64-i686-libidn2                                2.0.4-1                          OK
mingw64-i686-libimagequant                          2.10.0-1                         OK
mingw64-i686-libjpeg-turbo                          1.5.3-1                          OK
mingw64-i686-libkate                                0.4.1-1                          OK
mingw64-i686-liblangtag                             0.6.0-1                          OK
mingw64-i686-libLASi                                1.1.1-1                          OK
mingw64-i686-liblqr1                                0.4.2-1                          OK
mingw64-i686-libmad                                 0.15.1b-1                        OK
mingw64-i686-libmatroska                            1.4.7-1                          OK
mingw64-i686-libmikmod                              3.3.11-1                         OK
mingw64-i686-libmng                                 2.0.3-1                          OK
mingw64-i686-libmodplug                             0.8.9.0-1                        OK
mingw64-i686-libmpc                                 1.0.3-1                          OK
mingw64-i686-libmspub0.1                            0.1.3-1                          OK
mingw64-i686-libmwaw0.3                             0.3.13-1                         OK
mingw64-i686-liboauth                               1.0.3-1                          OK
mingw64-i686-libogg                                 1.3.2-1                          OK
mingw64-i686-libpng                                 1.6.34-1                         OK
mingw64-i686-libproxy                               0.4.14-1                         OK
mingw64-i686-libqxp                                 0.0.1-1                          OK
mingw64-i686-libraw                                 0.18.5-1                         OK
mingw64-i686-librest0.7                             0.8.0-1                          OK
mingw64-i686-librevenge0.0                          0.0.4-2                          OK
mingw64-i686-librsvg2                               2.40.18-1                        OK
mingw64-i686-librvngabw0.0                          0.0.2-1                          OK
mingw64-i686-libsamplerate                          0.1.8-1                          OK
mingw64-i686-libshout                               2.3.1-1                          OK
mingw64-i686-libsidplayfp                           1.8.7-1                          OK
mingw64-i686-libsigc++2.0                           2.10.0-1                         OK
mingw64-i686-libsndfile                             1.0.28-2                         OK
mingw64-i686-libsodium                              1.0.8-1                          OK
mingw64-i686-libsolv                                0.6.27-1                         OK
mingw64-i686-libsoup2.4                             2.58.2-1                         OK
mingw64-i686-libssh2                                1.7.0-2                          OK
mingw64-i686-libtasn1                               4.12-1                           OK
mingw64-i686-libtheora                              1.1.1-2                          OK
mingw64-i686-libunistring                           0.9.6-1                          OK
mingw64-i686-libusb                                 1.2.6.0-1                        OK
mingw64-i686-libusb1.0                              1.0.21-1                         OK
mingw64-i686-libvirt                                3.6.0-1                          OK
mingw64-i686-libvisio0.1                            0.1.6-1                          OK
mingw64-i686-libvorbis                              1.3.5-1                          OK
mingw64-i686-libvpx                                 1.6.1-1                          OK
mingw64-i686-libwebp                                0.6.1-1                          OK
mingw64-i686-libwmf                                 0.2.8.4-4                        OK
mingw64-i686-libwpd0.10                             0.10.2-1                         OK
mingw64-i686-libwpg0.3                              0.3.2-1                          OK
mingw64-i686-libwps0.4                              0.4.8-1                          OK
mingw64-i686-libxml++2.6                            2.40.1-1                         OK
mingw64-i686-libxml2                                2.9.4-1                          OK
mingw64-i686-libXpm                                 3.5.12-1                         OK
mingw64-i686-libxslt                                1.1.29-1                         OK
mingw64-i686-libzip                                 0.11.2-2                         OK
mingw64-i686-libzmf                                 0.0.2-1                          OK
mingw64-i686-llvm                                   5.0.1-1                          OK
mingw64-i686-llvm-static                            5.0.1-1                          OK
mingw64-i686-lua                                    5.2.2-1                          OK
mingw64-i686-lz4                                    1.7.5-1                          OK
mingw64-i686-lzo2                                   2.08-1                           OK
mingw64-i686-mariadb-connector-c                    2.3.3-1                          OK
mingw64-i686-mdbtools                               0.6pre1-1                        OK
mingw64-i686-mDNSResponder                          765.50.9-1                       OK
mingw64-i686-minizip                                1.2.11-1                         OK
mingw64-i686-mpfr                                   3.1.6-1                          OK
mingw64-i686-mpg123                                 1.25.6-1                         OK
mingw64-i686-musepack                               475-1                            OK
mingw64-i686-ncurses                                6.0-12.20171125                  OK
mingw64-i686-neon                                   0.30.1-1                         OK
mingw64-i686-nettle                                 3.3-1                            OK
mingw64-i686-nghttp2                                1.23.1-1                         OK
mingw64-i686-nspr                                   4.14-1                           OK
mingw64-i686-nss                                    3.30.2-1                         OK
mingw64-i686-openal                                 1.17.0-1                         OK
mingw64-i686-opencv                                 3.2.0-2                          OK
mingw64-i686-openexr                                2.2.0-1                          OK
mingw64-i686-openjpeg                               1.5.2-3                          OK
mingw64-i686-openjpeg2                              2.2.0-1                          OK
mingw64-i686-openssl                                1.0.2n-1                         OK
mingw64-i686-opus                                   1.2.1-1                          OK
mingw64-i686-opusfile                               0.10-1                           OK
mingw64-i686-ORBit2                                 2.14.19-1                        OK
mingw64-i686-orc0.4                                 0.4.28-1                         OK
mingw64-i686-p11-kit                                0.23.5-1                         OK
mingw64-i686-pango1.0                               1.40.12-1                        OK
mingw64-i686-pangomm1.4                             2.40.1-1                         OK
mingw64-i686-pcre                                   8.40-3                           OK
mingw64-i686-pcre2                                  10.23-2                          OK
mingw64-i686-pixman                                 0.34.0-1                         OK
mingw64-i686-pkg-config                             0.29.1-1                         OK
mingw64-i686-poppler                                0.57.0-1                         OK
mingw64-i686-poppler-cpp                            0.57.0-1                         OK
mingw64-i686-poppler-glib                           0.57.0-1                         OK
mingw64-i686-poppler-qt4                            0.57.0-1                         OK
mingw64-i686-poppler-qt5                            0.57.0-1                         OK
mingw64-i686-popt                                   1.10.7-1                         OK
mingw64-i686-portablexdr                            4.9.1-1                          OK
mingw64-i686-portaudio                              19.20140130-4                    OK
mingw64-i686-postgresql                             9.5.4-1                          OK
mingw64-i686-pthreads                               20100619-5                       OK
mingw64-i686-qca                                    2.1.3-1                          OK
mingw64-i686-qca-qt5                                2.1.3-1                          OK
mingw64-i686-qimageblitz                            0.0.6-2                          OK
mingw64-i686-qjson                                  0.8.1-1                          OK
mingw64-i686-qscintilla2-qt4                        2.10.2-1                         OK
mingw64-i686-qscintilla2-qt5                        2.10.2-1                         OK
mingw64-i686-qt4                                    4.8.7-2                          OK
mingw64-i686-qt4-qmake                              4.8.7-1                          OK
mingw64-i686-qt4-webkit                             4.10.4-3                         OK
mingw64-i686-qt5-activeqt                           5.9.3-1                          OK
mingw64-i686-qt5-base                               5.9.3-1                          OK
mingw64-i686-qt5-canvas3d                           5.9.3-1                          OK
mingw64-i686-qt5-charts                             5.9.3-1                          OK
mingw64-i686-qt5-datavis3d                          5.9.3-1                          OK
mingw64-i686-qt5-declarative                        5.9.3-1                          OK
mingw64-i686-qt5-enginio                            5.6.2-1                          OK
mingw64-i686-qt5-graphicaleffects                   5.9.3-1                          OK
mingw64-i686-qt5-imageformats                       5.9.3-1                          OK
mingw64-i686-qt5-location                           5.9.3-1                          OK
mingw64-i686-qt5-multimedia                         5.9.3-1                          OK
mingw64-i686-qt5-networkauth                        5.9.3-1                          OK
mingw64-i686-qt5-qt3d                               5.9.3-1                          OK
mingw64-i686-qt5-quick1                             5.5.1-1                          OK
mingw64-i686-qt5-quickcontrols                      5.9.3-1                          OK
mingw64-i686-qt5-quickcontrols2                     5.9.3-1                          OK
mingw64-i686-qt5-remoteobjects                      5.9.3-1                          OK
mingw64-i686-qt5-script                             5.9.3-1                          OK
mingw64-i686-qt5-scxml                              5.9.3-1                          OK
mingw64-i686-qt5-serialport                         5.9.3-1                          OK
mingw64-i686-qt5-speech                             5.9.3-1                          OK
mingw64-i686-qt5-styleplugins                       5.0.0-1.20170311git              OK
mingw64-i686-qt5-svg                                5.9.3-1                          OK
mingw64-i686-qt5-tools                              5.9.3-1                          OK
mingw64-i686-qt5-virtualkeyboard                    5.9.3-1                          OK
mingw64-i686-qt5-webchannel                         5.9.3-1                          OK
mingw64-i686-qt5-webkit                             5.9.3-0.1.20171108git            OK
mingw64-i686-qt5-websockets                         5.9.3-1                          OK
mingw64-i686-qt5-winextras                          5.9.3-1                          OK
mingw64-i686-qt5-xmlpatterns                        5.9.3-1                          OK
mingw64-i686-qt5ct                                  0.34-1                           OK
mingw64-i686-readline                               7.0.1-1                          OK
mingw64-i686-runtime                                5.0.3-1                          OK
mingw64-i686-schroedinger1.0                        1.0.11-1                         OK
mingw64-i686-SDL                                    1.2.15-1                         OK
mingw64-i686-SDL2                                   2.0.7-1                          OK
mingw64-i686-SDL2_image                             2.0.2-1                          OK
mingw64-i686-SDL2_mixer                             2.0.2-1                          OK
mingw64-i686-SDL2_net                               2.0.1-1                          OK
mingw64-i686-SDL2_ttf                               2.0.14-1                         OK
mingw64-i686-SDL_image                              1.2.12-5                         OK
mingw64-i686-SDL_mixer                              1.2.12-1                         OK
mingw64-i686-SDL_net                                1.2.8-1                          OK
mingw64-i686-SDL_ttf                                2.0.11-1                         OK
mingw64-i686-shared-mime-info                       1.2-1                            OK
mingw64-i686-soundtouch                             1.9.2-1                          OK
mingw64-i686-speex                                  1.2.0-1                          OK
mingw64-i686-speexdsp                               1.2-0.1.rc3                      OK
mingw64-i686-spice-controller                       0.33-1                           OK
mingw64-i686-spice-glib2.0                          0.33-1                           OK
mingw64-i686-spice-gtk2.0                           0.31-1                           OK
mingw64-i686-spice-gtk3.0                           0.33-1                           OK
mingw64-i686-sqlite3                                3.19.3-1                         OK
mingw64-i686-taglib                                 1.11.1-1                         OK
mingw64-i686-tcl                                    8.6.8-1                          OK
mingw64-i686-tiff                                   4.0.9-1                          OK
mingw64-i686-tk                                     8.6.8-1                          OK
mingw64-i686-twolame                                0.3.13-2                         OK
mingw64-i686-unbound                                1.6.2-1                          OK
mingw64-i686-usbredir                               0.7-1                            OK
mingw64-i686-wavpack                                5.1.0-1                          OK
mingw64-i686-webkitgtk1.0                           2.4.11-1                         OK
mingw64-i686-webkitgtk3.0                           2.4.11-1                         OK
mingw64-i686-widl                                   3.0.0-1                          OK
mingw64-i686-wildmidi                               0.4.1-1                          OK
mingw64-i686-win-iconv                              0.0.6-2                          OK
mingw64-i686-windows-default-manifest               6.4-1                            OK
mingw64-i686-winpthreads                            5.0.3-1                          OK
mingw64-i686-wv                                     1.2.9-2                          OK
mingw64-i686-wxWidgets2.8                           2.8.12.1-5                       OK
mingw64-i686-wxWidgets3.0                           3.0.3-1                          OK
mingw64-i686-xerces-c                               3.1.4-1                          OK
mingw64-i686-xz                                     5.2.3-1                          OK
mingw64-i686-yaml                                   0.1.6-1                          OK
mingw64-i686-zeromq                                 4.1.6-1                          OK
mingw64-i686-zlib                                   1.2.11-1                         OK
mingw64-i686-zstd                                   1.3.3-1                          OK
mingw64-i686-zziplib                                0.13.62-1                        OK
mingw64-x86_64-a52dec                               0.7.4-2                          OK
mingw64-x86_64-aalib                                1.4rc5-2                         OK
mingw64-x86_64-adwaita-icon-theme                   3.24.0-1                         OK
mingw64-x86_64-adwaita-themes                       3.22.3-1                         OK
mingw64-x86_64-aften                                0.0.8-2                          OK
mingw64-x86_64-atk1.0                               2.24.0-1                         OK
mingw64-x86_64-atkmm1.6                             2.24.2-1                         OK
mingw64-x86_64-audiofile                            0.3.6-2                          OK
mingw64-x86_64-babl0.1                              0.1.28-1                         OK
mingw64-x86_64-binutils                             2.29.1.787c9873-1                OK
mingw64-x86_64-blas                                 3.7.0-1                          OK
mingw64-x86_64-boost                                1.64.0-1                         OK
mingw64-x86_64-botan1.10                            1.10.16-1                        OK
mingw64-x86_64-bzip2                                1.0.6-4                          OK
mingw64-x86_64-c-ares                               1.13.0-1                         OK
mingw64-x86_64-cairo                                1.14.10-1                        OK
mingw64-x86_64-cairomm1.0                           1.12.0-1                         OK
mingw64-x86_64-cblas                                3.7.0-1                          OK
mingw64-x86_64-celt051                              0.5.1.3-1                        OK
mingw64-x86_64-cfitsio                              3.360-1                          OK
mingw64-x86_64-chromaprint                          1.4.2-1                          OK
mingw64-x86_64-clang                                5.0.1-1                          OK
mingw64-x86_64-clutter-gst3.0                       3.0.24-1                         OK
mingw64-x86_64-clutter-gtk1.0                       1.8.4-1                          OK
mingw64-x86_64-clutter1.0                           1.26.2-1                         OK
mingw64-x86_64-cogl                                 1.22.2-1                         OK
mingw64-x86_64-cppunit                              1.13.2-1                         OK
mingw64-x86_64-crypt                                2.1-1                            OK
mingw64-x86_64-CUnit                                2.1.3-1                          OK
mingw64-x86_64-curl                                 7.56.1-1                         OK
mingw64-x86_64-db                                   5.3.28-2                         OK
mingw64-x86_64-dbus                                 1.10.22-1                        OK
mingw64-x86_64-dbus-glib                            0.108-1                          OK
mingw64-x86_64-djvulibre                            3.5.27-1                         OK
mingw64-x86_64-dlfcn                                1.1.1-1                          OK
mingw64-x86_64-editline                             2.101-1                          OK
mingw64-x86_64-enca                                 1.18-1                           OK
mingw64-x86_64-enchant                              1.6.1-1                          OK
mingw64-x86_64-exiv2                                0.25-3                           OK
mingw64-x86_64-expat                                2.2.2-1                          OK
mingw64-x86_64-fdk-aac                              0.1.5-2                          OK
mingw64-x86_64-fftw3                                3.3.5-1                          OK
mingw64-x86_64-flac                                 1.3.2-1                          OK
mingw64-x86_64-fltk                                 1.3.4-1                          OK
mingw64-x86_64-fluidsynth                           1.1.6-2                          OK
mingw64-x86_64-fontconfig                           2.12.4-1                         OK
mingw64-x86_64-freeglut                             2.8.1-1                          OK
mingw64-x86_64-freetds                              1.00.37-1                        OK
mingw64-x86_64-freetype2                            2.6.5-1                          OK
mingw64-x86_64-fribidi                              0.19.7-1                         OK
mingw64-x86_64-game-music-emu                       0.6.1-1                          OK
mingw64-x86_64-gc                                   7.6.0-1                          OK
mingw64-x86_64-gcc-core                             6.4.0-2                          OK
mingw64-x86_64-gcc-fortran                          6.4.0-2                          OK
mingw64-x86_64-gcc-g++                              6.4.0-2                          OK
mingw64-x86_64-gcc-objc                             6.4.0-2                          OK
mingw64-x86_64-gconf2                               3.2.6-1                          OK
mingw64-x86_64-gconf2-desktop-schemas               2.32.1-1                         OK
mingw64-x86_64-gconfmm2.6                           2.28.2-2                         OK
mingw64-x86_64-gd                                   2.2.5-1                          OK
mingw64-x86_64-gdbm                                 1.12-1                           OK
mingw64-x86_64-gdk-pixbuf2.0                        2.36.9-1                         OK
mingw64-x86_64-gdl3                                 3.22.0-1                         OK
mingw64-x86_64-gegl0.2                              0.2.0-6                          OK
mingw64-x86_64-gettext                              0.19.8.1-2                       OK
mingw64-x86_64-giflib                               4.1.6-1                          OK
mingw64-x86_64-glew                                 2.1.0-1                          OK
mingw64-x86_64-glib2.0                              2.52.3-1                         OK
mingw64-x86_64-glib2.0-networking                   2.50.0-2                         OK
mingw64-x86_64-glibmm2.4                            2.52.1-1                         OK
mingw64-x86_64-glm                                  0.9.7.6-1                        OK
mingw64-x86_64-gmp                                  6.1.2-1                          OK
mingw64-x86_64-gnome-mime-data                      2.18.0-1                         OK
mingw64-x86_64-gnome-themes-standard                3.22.3-1                         OK
mingw64-x86_64-gnome-vfs2                           2.24.4-2                         OK
mingw64-x86_64-gnome-vfsmm2.6                       2.26.0-2                         OK
mingw64-x86_64-gnutls                               3.5.13-1                         OK
mingw64-x86_64-goffice0.10                          0.10.35-1                        OK
mingw64-x86_64-goffice0.8                           0.8.17-1                         OK
mingw64-x86_64-goocanvas                            1.0.0-2                          OK
mingw64-x86_64-goocanvas2.0                         2.0.2-2                          OK
mingw64-x86_64-goocanvasmm2.0                       1.90.11-1                        OK
mingw64-x86_64-google-breakpad-devel                20171117_git70914b2d-1           OK
mingw64-x86_64-gsettings-desktop-schemas            3.22.0-1                         OK
mingw64-x86_64-gsl                                  2.3-2                            OK
mingw64-x86_64-gsm                                  1.0.13-2                         OK
mingw64-x86_64-gstreamer1.0                         1.12.4-1                         OK
mingw64-x86_64-gstreamer1.0-editing-services        1.12.4-1                         OK
mingw64-x86_64-gstreamer1.0-plugins-bad-free        1.12.4-2                         OK
mingw64-x86_64-gstreamer1.0-plugins-bad-free-extras 1.12.4-2                         OK
mingw64-x86_64-gstreamer1.0-plugins-base            1.12.4-1                         OK
mingw64-x86_64-gstreamer1.0-plugins-good            1.12.4-2                         OK
mingw64-x86_64-gstreamer1.0-plugins-good-extras     1.12.4-2                         OK
mingw64-x86_64-gstreamer1.0-plugins-ugly-free       1.12.4-2                         OK
mingw64-x86_64-gstreamer1.0-rtsp-server             1.12.4-1                         OK
mingw64-x86_64-gtk-vnc1.0                           0.7.1-1                          OK
mingw64-x86_64-gtk-vnc2.0                           0.7.1-1                          OK
mingw64-x86_64-gtk2.0                               2.24.31-1                        OK
